ano,semana,promocao,feriado,vendas,preco_unitario,media_movel_3s,venda_anterior,categoria_Brinquedos,categoria_Eletrônicos,categoria_Higiene,categoria_Vestuário,loja_id_L002,loja_id_L003,loja_id_L004,loja_id_L005,produto_id_P002,produto_id_P003,produto_id_P004,produto_id_P005,produto_id_P006,produto_id_P007,produto_id_P008,produto_id_P009,produto_id_P010
2023,2,0,0,46,70.39,34.666666666666664,26.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023,2,0,1,94,199.33,169.0,244.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2023,2,0,0,29,170.76,160.66666666666666,200.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2023,2,1,0,41,99.16,84.33333333333333,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023,2,1,0,35,100.51,84.0,82.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2023,2,0,0,92,47.2,76.0,64.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2023,2,1,0,131,18.61,86.66666666666667,48.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2023,2,1,1,368,115.78,182.33333333333334,42.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,2,0,0,149,80.08,114.33333333333333,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,2,0,1,86,65.64,75.66666666666667,55.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2023,2,0,0,179,15.94,107.0,64.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023,2,0,0,48,193.68,105.0,200.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023,2,0,1,144,182.32,129.33333333333334,43.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2023,2,0,1,117,48.29,100.66666666666667,135.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2023,2,1,0,162,98.7,100.66666666666667,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023,2,0,0,91,68.76,142.0,182.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2023,2,0,0,30,21.21,79.66666666666667,151.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023,2,0,0,220,57.85,157.0,86.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023,2,1,0,281,45.35,151.0,127.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2023,2,0,0,92,69.55,167.0,168.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023,2,0,0,49,96.9,104.66666666666667,144.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023,2,0,0,107,36.82,123.0,142.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023,2,0,0,21,198.52,55.666666666666664,98.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2023,2,1,0,37,49.04,43.0,32.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023,2,0,0,185,106.71,135.0,89.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2,0,0,62,76.74,139.33333333333334,277.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,2,0,0,150,21.14,133.33333333333334,211.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,2,0,0,115,39.55,141.33333333333334,207.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2023,3,0,0,175,133.03,131.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,3,0,0,138,27.14,138.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,3,0,0,197,69.17,148.66666666666666,73.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,3,0,1,150,150.37,165.33333333333334,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,3,0,0,90,156.32,70.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,3,0,1,214,66.74,168.33333333333334,196.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,3,0,0,125,113.52,174.66666666666666,250.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,3,0,0,35,154.52,54.0,30.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,3,0,0,166,170.38,120.66666666666667,54.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,3,1,0,246,179.0,173.0,142.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,3,0,0,213,101.28,151.66666666666666,146.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023,3,0,0,126,149.64,88.0,62.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2023,3,0,0,195,130.82,141.33333333333334,128.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2023,3,0,0,33,36.15,107.33333333333333,170.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023,3,0,0,117,50.65,129.0,195.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023,3,0,0,110,88.44,193.33333333333334,361.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023,3,1,0,61,24.16,88.33333333333333,89.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2023,3,0,0,57,53.84,153.33333333333334,209.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,3,1,0,148,194.16,144.66666666666666,147.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,3,1,0,245,188.01,180.66666666666666,239.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2023,3,0,0,112,61.56,139.66666666666666,198.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,3,0,1,66,153.01,98.33333333333333,29.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2023,3,0,1,135,104.9,88.33333333333333,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023,3,0,0,30,87.66,122.66666666666667,94.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2023,3,0,0,38,61.43,36.666666666666664,46.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023,3,0,0,32,45.24,70.33333333333333,131.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2023,3,1,0,31,69.94,147.0,368.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,3,0,0,131,184.34,82.66666666666667,35.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2023,3,0,0,118,94.64,91.33333333333333,92.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023,3,0,0,157,160.23,137.33333333333334,185.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2023,3,1,0,363,67.96,183.33333333333334,144.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2023,3,0,0,58,56.19,110.33333333333333,91.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2023,3,0,0,143,126.5,128.66666666666666,179.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023,3,0,0,23,101.88,109.66666666666667,220.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023,3,0,1,158,131.25,109.33333333333333,149.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,3,0,0,199,144.89,126.66666666666667,162.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023,3,0,0,168,138.72,116.33333333333333,30.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023,3,0,0,148,114.87,96.33333333333333,86.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2023,3,1,0,254,25.17,168.66666666666666,117.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2023,3,1,0,188,185.66,145.33333333333334,48.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2023,3,0,0,189,146.0,199.0,281.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2023,3,1,0,363,29.23,207.66666666666666,92.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023,3,1,0,87,28.5,136.33333333333334,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2023,3,0,0,69,123.27,114.33333333333333,185.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,3,0,0,71,199.36,136.66666666666666,62.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,3,0,0,88,154.49,112.33333333333333,107.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023,3,0,0,88,78.17,69.0,21.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2023,3,0,1,191,28.92,184.0,150.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,3,0,0,65,24.43,44.666666666666664,37.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023,3,0,0,161,117.83,118.0,49.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2023,4,0,0,117,142.3,60.666666666666664,35.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,4,0,0,214,76.57,110.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,4,1,0,172,96.43,141.33333333333334,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,4,0,0,191,182.64,153.66666666666666,197.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,4,1,0,210,164.9,206.66666666666666,214.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,4,1,0,190,112.08,166.0,175.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,4,1,0,106,178.98,146.0,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,0,0,106,69.93,164.66666666666666,246.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,4,0,0,141,142.24,120.33333333333333,166.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,4,0,0,83,89.47,152.66666666666666,125.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,4,0,0,29,98.11,108.0,148.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,0,0,157,35.59,141.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,4,0,0,270,11.22,140.0,61.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2023,4,1,0,78,12.88,93.66666666666667,33.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023,4,0,0,85,100.0,189.66666666666666,245.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023,4,0,0,93,24.96,188.0,110.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023,4,0,0,155,125.16,114.33333333333333,126.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2023,4,1,1,197,90.52,185.33333333333334,213.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023,4,0,0,177,15.42,166.66666666666666,195.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2023,4,1,0,123,118.68,145.0,117.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2023,4,0,0,130,144.04,102.0,135.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023,4,1,0,65,66.13,77.0,131.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2023,4,0,0,177,153.02,173.0,157.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023,4,0,0,135,137.75,86.33333333333333,30.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2023,4,0,1,26,116.6,141.66666666666666,31.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,4,0,1,148,79.56,119.33333333333333,118.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023,4,1,1,48,111.79,44.0,38.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023,4,0,0,45,44.84,69.33333333333333,32.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2023,4,1,0,108,161.73,67.66666666666667,66.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2023,4,0,0,211,161.51,173.66666666666666,112.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,4,0,0,90,123.73,199.0,363.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2023,4,0,1,190,94.25,165.66666666666666,158.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,4,1,0,46,95.68,135.66666666666666,199.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023,4,0,0,199,81.15,147.33333333333334,23.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023,4,0,1,251,191.75,191.0,143.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023,4,0,0,125,156.07,91.33333333333333,58.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2023,4,0,0,39,187.35,79.0,168.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2023,4,0,0,69,39.87,146.66666666666666,254.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2023,4,0,0,23,79.29,85.66666666666667,148.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2023,4,0,1,67,188.89,101.0,188.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2023,4,0,0,213,157.94,138.33333333333334,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2023,4,1,0,108,49.01,72.33333333333333,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2023,4,0,0,135,26.83,129.66666666666666,69.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,4,0,0,130,111.04,113.33333333333333,161.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023,4,0,1,52,167.51,61.666666666666664,71.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,4,0,1,74,58.15,138.33333333333334,191.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,4,1,0,171,15.62,122.0,88.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023,4,1,0,149,18.63,201.33333333333334,363.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023,4,0,0,123,88.99,197.66666666666666,189.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2023,4,0,0,97,111.23,66.33333333333333,65.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023,5,0,0,245,33.45,151.0,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,5,0,0,211,130.93,172.66666666666666,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,5,0,0,177,181.99,176.33333333333334,106.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,5,0,1,166,68.18,184.66666666666666,191.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,5,1,0,35,59.79,115.0,172.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,5,0,0,105,31.16,85.66666666666667,117.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,5,0,0,159,33.63,174.66666666666666,190.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,5,0,0,188,192.15,148.0,106.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,5,0,0,153,71.74,192.33333333333334,210.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,5,0,0,155,111.35,153.0,214.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,5,0,0,246,11.46,119.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023,5,0,0,87,11.94,109.0,123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023,5,1,0,179,176.23,127.33333333333333,93.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023,5,0,0,92,21.39,89.66666666666667,29.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,5,0,0,153,46.92,161.0,85.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023,5,1,0,79,182.45,136.66666666666666,270.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2023,5,0,0,203,16.71,139.0,157.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,5,0,0,137,72.49,182.33333333333334,197.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2023,5,0,0,162,191.74,178.0,177.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2023,5,0,0,154,30.08,145.0,155.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2023,5,0,0,82,151.16,92.66666666666667,65.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2023,5,0,0,105,174.17,90.0,135.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2023,5,0,0,45,152.25,73.0,108.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2023,5,0,0,29,95.08,38.333333333333336,48.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023,5,0,0,184,145.05,87.0,45.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2023,5,1,0,233,169.19,96.66666666666667,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,5,1,0,183,127.99,172.33333333333334,177.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023,5,0,0,169,172.84,145.0,148.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023,5,0,0,97,159.53,140.0,211.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,5,0,0,122,154.96,129.0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
