data,loja_id,produto_id,categoria,vendas,preco_unitario,promocao,feriado
2023-01-15,L003,P007,Alimentos,198,113.62,0,0
2023-01-15,L003,P008,Eletrônicos,41,99.16,1,0
2023-01-15,L003,P009,Brinquedos,94,199.33,0,1
2023-01-15,L003,P010,Vestuário,131,18.61,1,0
2023-01-15,L004,P001,Alimentos,149,80.08,0,0
2023-01-15,L004,P002,Higiene,91,68.76,0,0
2023-01-15,L004,P003,Higiene,30,21.21,0,0
2023-01-15,L004,P004,Brinquedos,179,15.94,0,0
2023-01-15,L004,P005,Brinquedos,144,182.32,0,1
2023-01-15,L004,P006,Brinquedos,117,48.29,0,1
2023-01-15,L004,P007,Eletrônicos,162,98.7,1,0
2023-01-15,L004,P008,Brinquedos,48,193.68,0,0
2023-01-15,L004,P009,Vestuário,220,57.85,0,0
2023-01-15,L004,P010,Alimentos,86,65.64,0,1
2023-01-15,L005,P001,Higiene,185,106.71,0,0
2023-01-15,L005,P002,Alimentos,281,45.35,1,0
2023-01-15,L005,P003,Eletrônicos,37,49.04,1,0
2023-01-15,L005,P004,Higiene,62,76.74,0,0
2023-01-15,L005,P005,Vestuário,150,21.14,0,0
2023-01-15,L005,P006,Brinquedos,92,69.55,0,0
2023-01-15,L005,P007,Vestuário,115,39.55,0,0
2023-01-15,L005,P008,Brinquedos,49,96.9,0,0
2023-01-15,L005,P009,Eletrônicos,107,36.82,0,0
2023-01-15,L005,P010,Eletrônicos,21,198.52,0,0
2023-01-22,L001,P001,Eletrônicos,150,150.37,0,1
2023-01-22,L001,P002,Vestuário,125,113.52,0,0
2023-01-22,L001,P003,Brinquedos,197,69.17,0,0
2023-01-22,L001,P004,Vestuário,246,179.0,1,0
2023-01-22,L001,P005,Vestuário,35,154.52,0,0
2023-01-22,L001,P006,Higiene,214,66.74,0,1
2023-01-22,L001,P007,Higiene,90,156.32,0,0
2023-01-22,L001,P008,Alimentos,175,133.03,0,0
2023-01-22,L001,P009,Alimentos,138,27.14,0,0
2023-01-22,L001,P010,Vestuário,166,170.38,0,0
2023-01-22,L002,P001,Vestuário,148,194.16,1,0
2023-01-22,L002,P002,Alimentos,213,101.28,0,0
2023-01-22,L002,P003,Vestuário,245,188.01,1,0
2023-01-22,L002,P004,Eletrônicos,110,88.44,0,0
2023-01-22,L002,P005,Brinquedos,195,130.82,0,0
2023-01-22,L002,P006,Higiene,57,53.84,0,0
2023-01-22,L002,P007,Brinquedos,33,36.15,0,0
2023-01-22,L002,P008,Eletrônicos,61,24.16,1,0
2023-01-22,L002,P009,Alimentos,126,149.64,0,0
2023-01-22,L002,P010,Brinquedos,117,50.65,0,0
2023-01-22,L003,P001,Eletrônicos,31,69.94,1,0
2023-01-22,L003,P002,Higiene,131,184.34,0,0
2023-01-22,L003,P003,Higiene,118,94.64,0,0
2023-01-22,L003,P004,Vestuário,157,160.23,0,0
2023-01-22,L003,P005,Alimentos,66,153.01,0,1
2023-01-22,L003,P006,Eletrônicos,38,61.43,0,0
2023-01-22,L003,P007,Alimentos,112,61.56,0,0
2023-01-22,L003,P008,Alimentos,135,104.9,0,1
2023-01-22,L003,P009,Brinquedos,30,87.66,0,0
2023-01-22,L003,P010,Eletrônicos,32,45.24,0,0
2023-01-22,L004,P001,Brinquedos,158,131.25,0,1
2023-01-22,L004,P002,Brinquedos,58,56.19,0,0
2023-01-22,L004,P003,Higiene,168,138.72,0,0
2023-01-22,L004,P004,Brinquedos,143,126.5,0,0
2023-01-22,L004,P005,Alimentos,363,67.96,1,0
2023-01-22,L004,P006,Vestuário,254,25.17,1,0
2023-01-22,L004,P007,Eletrônicos,199,144.89,0,0
2023-01-22,L004,P008,Vestuário,188,185.66,1,0
2023-01-22,L004,P009,Brinquedos,23,101.88,0,0
2023-01-22,L004,P010,Higiene,148,114.87,0,0
2023-01-22,L005,P001,Brinquedos,69,123.27,0,0
2023-01-22,L005,P002,Alimentos,189,146.0,0,0
2023-01-22,L005,P003,Higiene,65,24.43,0,0
2023-01-22,L005,P004,Brinquedos,71,199.36,0,0
2023-01-22,L005,P005,Brinquedos,191,28.92,0,1
2023-01-22,L005,P006,Alimentos,363,29.23,1,0
2023-01-22,L005,P007,Alimentos,87,28.5,1,0
2023-01-22,L005,P008,Vestuário,161,117.83,0,0
2023-01-22,L005,P009,Brinquedos,88,154.49,0,0
2023-01-22,L005,P010,Brinquedos,88,78.17,0,0
2023-01-29,L001,P001,Eletrônicos,106,178.98,1,0
2023-01-29,L001,P002,Vestuário,83,89.47,0,0
2023-01-29,L001,P003,Brinquedos,191,182.64,0,0
2023-01-29,L001,P004,Higiene,106,69.93,0,0
2023-01-29,L001,P005,Alimentos,117,142.3,0,0
2023-01-29,L001,P006,Brinquedos,210,164.9,1,0
2023-01-29,L001,P007,Alimentos,214,76.57,0,0
2023-01-29,L001,P008,Brinquedos,190,112.08,1,0
2023-01-29,L001,P009,Alimentos,172,96.43,1,0
2023-01-29,L001,P010,Higiene,141,142.24,0,0
2023-01-29,L002,P001,Alimentos,29,98.11,0,0
2023-01-29,L002,P002,Higiene,197,90.52,1,1
2023-01-29,L002,P003,Brinquedos,85,100.0,0,0
2023-01-29,L002,P004,Eletrônicos,93,24.96,0,0
2023-01-29,L002,P005,Vestuário,177,15.42,0,0
2023-01-29,L002,P006,Alimentos,157,35.59,0,0
2023-01-29,L002,P007,Alimentos,78,12.88,1,0
2023-01-29,L002,P008,Alimentos,270,11.22,0,0
2023-01-29,L002,P009,Higiene,155,125.16,0,0
2023-01-29,L002,P010,Vestuário,123,118.68,1,0
2023-01-29,L003,P001,Brinquedos,26,116.6,0,1
2023-01-29,L003,P002,Alimentos,65,66.13,1,0
2023-01-29,L003,P003,Brinquedos,148,79.56,0,1
2023-01-29,L003,P004,Brinquedos,177,153.02,0,0
2023-01-29,L003,P005,Higiene,108,161.73,1,0
2023-01-29,L003,P006,Brinquedos,48,111.79,1,1
2023-01-29,L003,P007,Vestuário,211,161.51,0,0
2023-01-29,L003,P008,Alimentos,130,144.04,0,0
2023-01-29,L003,P009,Brinquedos,135,137.75,0,0
2023-01-29,L003,P010,Higiene,45,44.84,0,0
2023-01-29,L004,P001,Alimentos,190,94.25,0,1
2023-01-29,L004,P002,Vestuário,125,156.07,0,0
2023-01-29,L004,P003,Vestuário,39,187.35,0,0
2023-01-29,L004,P004,Higiene,251,191.75,0,1
2023-01-29,L004,P005,Alimentos,90,123.73,0,0
2023-01-29,L004,P006,Vestuário,69,39.87,0,0
2023-01-29,L004,P007,Alimentos,46,95.68,1,0
2023-01-29,L004,P008,Vestuário,67,188.89,0,1
2023-01-29,L004,P009,Higiene,199,81.15,0,0
2023-01-29,L004,P010,Vestuário,23,79.29,0,0
2023-01-29,L005,P001,Brinquedos,135,26.83,0,0
2023-01-29,L005,P002,Higiene,123,88.99,0,0
2023-01-29,L005,P003,Higiene,97,111.23,0,0
2023-01-29,L005,P004,Brinquedos,52,167.51,0,1
2023-01-29,L005,P005,Brinquedos,74,58.15,0,1
2023-01-29,L005,P006,Eletrônicos,149,18.63,1,0
2023-01-29,L005,P007,Alimentos,213,157.94,0,0
2023-01-29,L005,P008,Brinquedos,130,111.04,0,0
2023-01-29,L005,P009,Brinquedos,171,15.62,1,0
2023-01-29,L005,P010,Alimentos,108,49.01,1,0
2023-02-05,L001,P001,Higiene,188,192.15,0,0
2023-02-05,L001,P002,Alimentos,245,33.45,0,0
2023-02-05,L001,P003,Brinquedos,166,68.18,0,1
2023-02-05,L001,P004,Brinquedos,177,181.99,0,0
2023-02-05,L001,P005,Eletrônicos,105,31.16,0,0
2023-02-05,L001,P006,Vestuário,153,71.74,0,0
2023-02-05,L001,P007,Vestuário,155,111.35,0,0
2023-02-05,L001,P008,Eletrônicos,159,33.63,0,0
2023-02-05,L001,P009,Brinquedos,35,59.79,1,0
2023-02-05,L001,P010,Alimentos,211,130.93,0,0
2023-02-05,L002,P001,Brinquedos,92,21.39,0,0
2023-02-05,L002,P002,Vestuário,137,72.49,0,0
2023-02-05,L002,P003,Brinquedos,153,46.92,0,0
2023-02-05,L002,P004,Alimentos,179,176.23,1,0
2023-02-05,L002,P005,Vestuário,162,191.74,0,0
2023-02-05,L002,P006,Eletrônicos,203,16.71,0,0
2023-02-05,L002,P007,Alimentos,246,11.46,0,0
2023-02-05,L002,P008,Brinquedos,79,182.45,1,0
2023-02-05,L002,P009,Vestuário,154,30.08,0,0
2023-02-05,L002,P010,Alimentos,87,11.94,0,0
2023-02-05,L003,P001,Eletrônicos,233,169.19,1,0
2023-02-05,L003,P002,Alimentos,82,151.16,0,0
2023-02-05,L003,P003,Higiene,169,172.84,0,0
2023-02-05,L003,P004,Eletrônicos,183,127.99,1,0
2023-02-05,L003,P005,Brinquedos,45,152.25,0,0
2023-02-05,L003,P006,Eletrônicos,29,95.08,0,0
2023-02-05,L003,P007,Higiene,97,159.53,0,0
2023-02-05,L003,P008,Higiene,122,154.96,0,0
2023-02-05,L003,P009,Alimentos,105,174.17,0,0
2023-02-05,L003,P010,Eletrônicos,184,145.05,0,0
2023-02-05,L004,P001,Eletrônicos,170,118.8,0,0
2023-02-05,L004,P002,Brinquedos,78,21.8,0,0
2023-02-05,L004,P003,Higiene,183,91.35,1,0
2023-02-05,L004,P004,Alimentos,94,129.44,0,0
2023-02-05,L004,P005,Alimentos,126,185.8,0,0
2023-02-05,L004,P006,Alimentos,350,13.86,1,0
2023-02-05,L004,P007,Alimentos,193,159.13,0,0
2023-02-05,L004,P008,Brinquedos,201,146.69,1,0
2023-02-05,L004,P009,Vestuário,228,10.98,0,0
2023-02-05,L004,P010,Alimentos,77,184.7,0,1
2023-02-05,L005,P001,Higiene,129,27.1,1,0
2023-02-05,L005,P002,Brinquedos,34,175.87,1,0
2023-02-05,L005,P003,Eletrônicos,39,68.79,0,0
2023-02-05,L005,P004,Brinquedos,24,167.57,0,0
2023-02-05,L005,P005,Alimentos,206,198.43,0,0
2023-02-05,L005,P006,Vestuário,49,35.63,0,0
2023-02-05,L005,P007,Higiene,195,14.54,0,0
2023-02-05,L005,P008,Eletrônicos,117,114.09,0,0
2023-02-05,L005,P009,Brinquedos,21,187.3,0,0
2023-02-05,L005,P010,Brinquedos,160,100.94,1,0
2023-02-12,L001,P001,Alimentos,257,32.07,0,0
2023-02-12,L001,P002,Vestuário,97,53.39,0,1
2023-02-12,L001,P003,Eletrônicos,74,62.39,1,0
2023-02-12,L001,P004,Higiene,75,164.46,0,0
2023-02-12,L001,P005,Eletrônicos,89,189.64,0,0
2023-02-12,L001,P006,Brinquedos,40,70.89,0,0
2023-02-12,L001,P007,Vestuário,215,180.84,0,1
2023-02-12,L001,P008,Alimentos,33,169.95,0,0
2023-02-12,L001,P009,Vestuário,25,85.35,0,0
2023-02-12,L001,P010,Vestuário,115,38.06,0,0
2023-02-12,L002,P001,Eletrônicos,166,181.55,0,1
2023-02-12,L002,P002,Eletrônicos,56,197.62,0,0
2023-02-12,L002,P003,Higiene,97,20.79,0,0
2023-02-12,L002,P004,Higiene,129,49.1,1,0
2023-02-12,L002,P005,Eletrônicos,110,143.2,0,0
2023-02-12,L002,P006,Vestuário,135,95.81,0,0
2023-02-12,L002,P007,Alimentos,298,177.45,1,0
2023-02-12,L002,P008,Alimentos,172,142.48,0,0
2023-02-12,L002,P009,Alimentos,294,81.59,1,0
2023-02-12,L002,P010,Vestuário,109,95.91,0,0
2023-02-12,L003,P001,Brinquedos,62,126.7,0,0
2023-02-12,L003,P002,Alimentos,288,17.6,0,1
2023-02-12,L003,P003,Vestuário,168,32.3,0,0
2023-02-12,L003,P004,Brinquedos,35,147.98,0,1
2023-02-12,L003,P005,Eletrônicos,56,119.25,0,0
2023-02-12,L003,P006,Brinquedos,124,161.04,0,0
2023-02-12,L003,P007,Eletrônicos,33,19.94,0,0
2023-02-12,L003,P008,Alimentos,165,180.63,0,0
2023-02-12,L003,P009,Alimentos,117,183.78,0,0
2023-02-12,L003,P010,Vestuário,32,14.39,0,0
2023-02-12,L004,P001,Brinquedos,167,133.04,1,0
2023-02-12,L004,P002,Eletrônicos,61,160.12,0,0
2023-02-12,L004,P003,Higiene,121,190.36,0,1
2023-02-12,L004,P004,Higiene,53,174.85,0,0
2023-02-12,L004,P005,Higiene,148,113.11,0,0
2023-02-12,L004,P006,Eletrônicos,163,107.07,0,0
2023-02-12,L004,P007,Higiene,228,198.26,0,0
2023-02-12,L004,P008,Vestuário,84,36.15,0,0
2023-02-12,L004,P009,Eletrônicos,82,169.42,0,0
2023-02-12,L004,P010,Eletrônicos,142,54.73,0,0
2023-02-12,L005,P001,Alimentos,28,29.76,0,0
2023-02-12,L005,P002,Alimentos,141,198.68,0,0
2023-02-12,L005,P003,Brinquedos,123,150.22,0,1
2023-02-12,L005,P004,Brinquedos,142,41.73,0,0
2023-02-12,L005,P005,Vestuário,59,139.49,0,1
2023-02-12,L005,P006,Alimentos,89,153.5,0,0
2023-02-12,L005,P007,Alimentos,280,69.46,1,0
2023-02-12,L005,P008,Higiene,130,99.45,0,0
2023-02-12,L005,P009,Brinquedos,144,27.52,0,0
2023-02-12,L005,P010,Vestuário,148,167.39,0,0
2023-02-19,L001,P001,Brinquedos,122,133.8,0,0
2023-02-19,L001,P002,Vestuário,82,90.6,0,1
2023-02-19,L001,P003,Vestuário,221,127.67,1,0
2023-02-19,L001,P004,Eletrônicos,62,133.89,0,0
2023-02-19,L001,P005,Higiene,27,184.64,0,0
2023-02-19,L001,P006,Brinquedos,179,194.62,0,0
2023-02-19,L001,P007,Eletrônicos,130,117.23,0,0
2023-02-19,L001,P008,Vestuário,203,62.03,1,0
2023-02-19,L001,P009,Eletrônicos,80,172.64,0,0
2023-02-19,L001,P010,Brinquedos,117,30.02,0,0
2023-02-19,L002,P001,Higiene,29,82.25,0,0
2023-02-19,L002,P002,Vestuário,157,82.2,1,0
2023-02-19,L002,P003,Alimentos,123,110.46,0,0
2023-02-19,L002,P004,Vestuário,50,147.79,0,0
2023-02-19,L002,P005,Brinquedos,180,142.37,0,0
2023-02-19,L002,P006,Vestuário,40,93.4,1,0
2023-02-19,L002,P007,Higiene,104,160.33,0,1
2023-02-19,L002,P008,Brinquedos,158,199.3,1,0
2023-02-19,L002,P009,Vestuário,67,92.7,0,0
2023-02-19,L002,P010,Brinquedos,195,152.1,0,0
2023-02-19,L003,P001,Eletrônicos,152,113.14,0,0
2023-02-19,L003,P002,Eletrônicos,31,96.3,0,0
2023-02-19,L003,P003,Alimentos,152,180.89,0,0
2023-02-19,L003,P004,Brinquedos,70,10.94,0,0
2023-02-19,L003,P005,Alimentos,256,41.66,1,0
2023-02-19,L003,P006,Eletrônicos,174,20.75,0,0
2023-02-19,L003,P007,Eletrônicos,167,181.73,0,0
2023-02-19,L003,P008,Brinquedos,192,19.98,0,0
2023-02-19,L003,P009,Brinquedos,19,59.21,0,1
2023-02-19,L003,P010,Higiene,136,86.53,0,0
2023-02-19,L004,P001,Vestuário,92,140.71,0,0
2023-02-19,L004,P002,Vestuário,60,115.51,1,0
2023-02-19,L004,P003,Higiene,33,127.58,0,0
2023-02-19,L004,P004,Vestuário,147,142.23,1,0
2023-02-19,L004,P005,Brinquedos,135,161.41,0,1
2023-02-19,L004,P006,Brinquedos,122,165.53,0,0
2023-02-19,L004,P007,Eletrônicos,24,156.79,0,0
2023-02-19,L004,P008,Higiene,98,130.38,0,0
2023-02-19,L004,P009,Eletrônicos,114,32.18,0,0
2023-02-19,L004,P010,Higiene,47,190.66,0,0
2023-02-19,L005,P001,Vestuário,198,84.73,1,0
2023-02-19,L005,P002,Alimentos,113,151.65,0,0
2023-02-19,L005,P003,Higiene,165,93.1,0,0
2023-02-19,L005,P004,Vestuário,256,13.58,1,0
2023-02-19,L005,P005,Eletrônicos,107,87.32,0,0
2023-02-19,L005,P006,Vestuário,203,88.8,0,0
2023-02-19,L005,P007,Higiene,77,189.27,0,0
2023-02-19,L005,P008,Eletrônicos,87,58.95,1,0
2023-02-19,L005,P009,Higiene,115,60.33,0,0
2023-02-19,L005,P010,Higiene,108,76.96,0,0
2023-02-26,L001,P001,Eletrônicos,113,199.63,0,0
2023-02-26,L001,P002,Higiene,91,97.04,0,0
2023-02-26,L001,P003,Alimentos,225,181.24,0,0
2023-02-26,L001,P004,Eletrônicos,210,181.29,0,0
2023-02-26,L001,P005,Alimentos,173,146.23,0,0
2023-02-26,L001,P006,Higiene,79,199.33,1,0
2023-02-26,L001,P007,Brinquedos,110,48.93,0,0
2023-02-26,L001,P008,Higiene,145,196.46,0,0
2023-02-26,L001,P009,Vestuário,57,137.98,0,0
2023-02-26,L001,P010,Vestuário,89,29.43,0,0
2023-02-26,L002,P001,Higiene,151,176.05,0,0
2023-02-26,L002,P002,Eletrônicos,236,62.04,0,0
2023-02-26,L002,P003,Higiene,180,99.92,1,0
2023-02-26,L002,P004,Brinquedos,169,185.29,0,0
2023-02-26,L002,P005,Vestuário,150,14.39,0,1
2023-02-26,L002,P006,Alimentos,39,179.99,0,0
2023-02-26,L002,P007,Higiene,69,98.57,0,1
2023-02-26,L002,P008,Eletrônicos,70,73.53,0,0
2023-02-26,L002,P009,Vestuário,189,56.82,0,0
2023-02-26,L002,P010,Alimentos,193,129.19,0,0
2023-02-26,L003,P001,Eletrônicos,284,94.96,1,0
2023-02-26,L003,P002,Brinquedos,67,124.61,0,0
2023-02-26,L003,P003,Vestuário,200,139.42,0,0
2023-02-26,L003,P004,Brinquedos,88,23.47,0,0
2023-02-26,L003,P005,Vestuário,118,160.85,0,0
2023-02-26,L003,P006,Brinquedos,181,95.26,1,0
2023-02-26,L003,P007,Higiene,277,81.91,1,0
2023-02-26,L003,P008,Eletrônicos,147,122.21,0,1
2023-02-26,L003,P009,Vestuário,130,120.69,0,0
2023-02-26,L003,P010,Higiene,99,172.34,0,0
2023-02-26,L004,P001,Brinquedos,86,10.68,1,0
2023-02-26,L004,P002,Higiene,165,104.92,1,0
2023-02-26,L004,P003,Vestuário,64,148.08,0,0
2023-02-26,L004,P004,Brinquedos,165,90.04,0,0
2023-02-26,L004,P005,Vestuário,226,15.72,1,0
2023-02-26,L004,P006,Eletrônicos,82,78.52,1,0
2023-02-26,L004,P007,Eletrônicos,64,141.39,0,0
2023-02-26,L004,P008,Brinquedos,41,56.4,0,0
2023-02-26,L004,P009,Higiene,105,195.52,0,0
2023-02-26,L004,P010,Brinquedos,109,172.51,0,0
2023-02-26,L005,P001,Brinquedos,153,20.95,0,0
2023-02-26,L005,P002,Brinquedos,53,20.18,0,0
2023-02-26,L005,P003,Alimentos,79,63.86,0,0
2023-02-26,L005,P004,Vestuário,36,145.67,0,0
2023-02-26,L005,P005,Alimentos,176,186.34,0,1
2023-02-26,L005,P006,Vestuário,106,28.0,0,0
2023-02-26,L005,P007,Higiene,191,33.18,0,0
2023-02-26,L005,P008,Brinquedos,90,188.86,0,1
2023-02-26,L005,P009,Higiene,321,104.71,1,0
2023-02-26,L005,P010,Alimentos,74,56.27,0,0
2023-03-05,L001,P001,Higiene,83,17.88,0,0
2023-03-05,L001,P002,Higiene,188,193.18,0,0
2023-03-05,L001,P003,Higiene,33,146.02,0,0
2023-03-05,L001,P004,Brinquedos,155,71.88,0,0
2023-03-05,L001,P005,Higiene,29,47.68,0,0
2023-03-05,L001,P006,Brinquedos,108,180.82,0,0
2023-03-05,L001,P007,Eletrônicos,33,137.06,0,0
2023-03-05,L001,P008,Eletrônicos,90,108.91,1,0
2023-03-05,L001,P009,Brinquedos,20,19.96,0,0
2023-03-05,L001,P010,Alimentos,58,167.3,0,0
2023-03-05,L002,P001,Vestuário,27,28.15,0,0
2023-03-05,L002,P002,Alimentos,116,101.26,0,0
2023-03-05,L002,P003,Vestuário,81,122.26,0,0
2023-03-05,L002,P004,Brinquedos,103,101.34,0,0
2023-03-05,L002,P005,Higiene,223,34.79,0,0
2023-03-05,L002,P006,Vestuário,95,175.49,0,0
2023-03-05,L002,P007,Eletrônicos,146,197.58,0,0
2023-03-05,L002,P008,Vestuário,202,190.55,0,0
2023-03-05,L002,P009,Vestuário,21,13.18,0,0
2023-03-05,L002,P010,Higiene,82,11.23,0,0
2023-03-05,L003,P001,Vestuário,125,142.25,0,0
2023-03-05,L003,P002,Eletrônicos,181,196.53,1,0
2023-03-05,L003,P003,Vestuário,44,141.37,0,0
